order_id,report_date,customer_name,order_level,shipping_type,area,province,city,product_type,product_sub_type,product_name,product_box,order_number,order_amt,back_point,profit_amt,price,shipping_cost,shipping_date
13861,2021/11/1 00:00,Barrett,L1,Train,Northeast,Liaoning,Liaoyang,Office,undefined,Kleencut_ Forged Office Shears by Acme United Corporation,Small Box,44,22172.48,0.09,8416.24,1363.22,59.6,2021/11/1 00:00
13892,2023/7/19 00:00,Barrett,L1,Train,South,Guangdong,Guangzhou,Office,Label,Kleencut_ Forged Office Shears by Acme United Corporation,Small Box,14,36.52,0.07,10.05,2.61,0.5,2023/7/20 00:00
13920,2020/12/30 00:00,Barrett,L1,Train,South,Guangdong,Guangzhou,Office,undefined,Kleencut_ Forged Office Shears by Acme United Corporation,Small Box,28,135.52,0.1,-91.94,9.98,10.42,2021/1/1 00:00
14400,2020/4/27 00:00,Barrett,L1,Train,South,Guangdong,Jieyang,Office,Box,Kleencut_ Forged Office Shears by Acme United Corporation,Small Box,44,486.63,0.03,-146.37,10.9,7.46,2020/4/28 00:00
14402,2022/1/4 00:00,Barrett,L1,Train,South,Guangdong,Shanwei,Furniture,Decorator,Kleencut_ Forged Office Shears by Acme United Corporation,Small Box,10,48,0.09,-29.14,4.18,6.92,2022/1/6 00:00
14406,2021/5/29 00:00,Barrett,L1,Train,South,Hainan,Sanya,Furniture,Decorator,Kleencut_ Forged Office Shears by Acme United Corporation,Small bag,38,6256.54,0.11,791.32,202.65,27.28,2021/5/31 00:00
14435,2024/2/22 00:00,Barrett,L1,Train,South,Hainan,Sanya,Office,undefined,Kleencut_ Forged Office Shears by Acme United Corporation,Small Box,14,367.11,0.09,116.8,28.53,1.49,2024/2/23 00:00
14883,2022/7/27 00:00,Barrett,L1,Truck,East,Zhejiang,Huzhou,Furniture,Bookshelves,Kleencut_ Forged Office Shears by Acme United Corporation,Huge Paperbag,90,6387.31,0.17,-965.41,146.96,58.14,2022/8/5 00:00
14981,2022/1/16 00:00,Barrett,L1,Truck,South,Guangdong,Chaozhou,Furniture,Table,Kleencut_ Forged Office Shears by Acme United Corporation,Huge Paperbag,4,640.21,0.07,-388.52,150.98,39.25,2022/1/18 00:00
14983,2020/5/4 00:00,Barrett,L1,Truck,South,Guangdong,Jieyang,Technique,Machines,Kleencut_ Forged Office Shears by Acme United Corporation,Huge Paperbag,21,8468.63,0,2819.96,400.97,48.26,2020/5/5 00:00
15009,2023/3/13 00:00,Barrett,L1,Truck,South,Guangxi,Beihai,Technique,Machines,Kleencut_ Forged Office Shears by Acme United Corporation,Huge Box,24,4865.72,0.03,1951.3,200.97,15.59,2023/3/14 00:00
15014,2021/5/3 00:00,Barrett,L1,Truck,South,Hainan,Haikou,Furniture,Table,Kleencut_ Forged Office Shears by Acme United Corporation,Huge Paperbag,54,5494.924,0.12,-184.64,431.88,77.22,2021/5/6 00:00
15040,2021/2/24 00:00,Barrett,L1,Truck,South,Hainan,Sansha,Furniture,Table,Kleencut_ Forged Office Shears by Acme United Corporation,Huge Paperbag,38,1534.77,0.06,-864.24,90.87,97.98,2021/2/28 00:00
15872,2024/1/21 00:00,Barrett,L2,Plain,North,Beijing,Beijing ,Furniture,Decorator,Kleencut_ Forged Office Shears by Acme United Corporation,Small bag,36,3610.85,0.04,2235.37,99.23,8.99,2024/1/22 00:00
15904,2021/1/17 00:00,Barrett,L2,Plain,North,Neimenggu,Eerduosi,Office,Label,Kleencut_ Forged Office Shears by Acme United Corporation,Small Box,49,3065.35,0.12,-943.79,84.13,35.5,2021/1/18 00:00
15904,2021/1/17 00:00,Barrett,L2,Plain,North,Shanxi,Taiyuan,Office,Appliance,Kleencut_ Forged Office Shears by Acme United Corporation,Small Box,15,605.1,0.04,92.81,40.98,5.33,2021/1/19 00:00
16291,2022/6/29 00:00,Barrett,L2,Plain,Northeast,Jilin,Songyuan,Technique,Accessory,Kleencut_ Forged Office Shears by Acme United Corporation,Small bag,32,931.08,0.1,269.6,29.89,1.99,2022/6/30 00:00
16359,2023/8/5 00:00,Barrett,L2,Plain,Northeast,Liaoning,Yingkou,Office,Box,Kleencut_ Forged Office Shears by Acme United Corporation,Small Box,33,1014.54,0.03,-174.52,71.01,58,2023/8/5 00:00
16422,2022/12/30 00:00,Barrett,L2,Train,Center,Henan,Jiaozuo,Office,Box,Kleencut_ Forged Office Shears by Acme United Corporation,Small Box,95,603.66,0.11,-277.19,24.7,18.31,2023/1/1 00:00
16452,2023/11/14 00:00,Barrett,L2,Train,Center,Henan,Nanyang,Furniture,Decorator,Kleencut_ Forged Office Shears by Acme United Corporation,Paperbag,3,26.13,0.1,-10.61,7.59,4,2023/11/15 00:00
16935,2024/3/7 00:00,Barrett,L2,Train,Center,Henan,Zhengzhou,Technique,Machines,Kleencut_ Forged Office Shears by Acme United Corporation,Medium Box,44,1360.81,0.11,-14.34,137.97,36.3,2024/3/9 00:00
17028,2021/1/5 00:00,Barrett,L2,Train,Center,Hunan,Zhangjiajie,Office,Pen,Kleencut_ Forged Office Shears by Acme United Corporation,Small bag,40,387.22,0.1,-72.58,28.22,12.79,2021/1/7 00:00
17186,2020/4/18 00:00,Barrett,L2,Train,East,Anhui,Tongling,Office,Pen,Kleencut_ Forged Office Shears by Acme United Corporation,Paperbag,31,3339.05,0.09,1055.15,153.23,6.26,2020/4/20 00:00
17797,2023/10/1 00:00,Barrett,L2,Train,East,Shandong,Weihai,Office,Paper,Kleencut_ Forged Office Shears by Acme United Corporation,Small Box,78,1941.3875,0.12,350.66,108.2,19.84,2023/10/3 00:00
17858,2021/12/16 00:00,Barrett,L2,Train,East,Zhejiang,Jiaxing,Office,Box,Kleencut_ Forged Office Shears by Acme United Corporation,Large Box,67,14807.768,0.21,3240.5,673.03,205.2,2021/12/17 00:00
17952,2022/1/1 00:00,Barrett,L2,Train,East,Zhejiang,Taizhou,Furniture,Decorator,Kleencut_ Forged Office Shears by Acme United Corporation,Small bag,38,69.26,0.07,-113.86,1.74,4.08,2022/1/2 00:00
17953,2023/11/11 00:00,Barrett,L2,Train,North,Beijing,Beijing ,Furniture,Decorator,Kleencut_ Forged Office Shears by Acme United Corporation,Small bag,30,260.12,0.05,36.54,8.98,4.19,2023/11/13 00:00
17953,2023/11/11 00:00,Barrett,L2,Train,North,Hebei,Chengde,Technique,Accessory,Kleencut_ Forged Office Shears by Acme United Corporation,Small bag,12,214.94,0.06,26.75,17.48,1.99,2023/11/13 00:00
17953,2023/11/11 00:00,Barrett,L2,Train,North,Neimenggu,Baotou,Office,Pen,Kleencut_ Forged Office Shears by Acme United Corporation,Paperbag,46,134.42,0.05,9.34,2.88,1.01,2023/11/13 00:00
18496,2020/8/5 00:00,Barrett,L2,Train,North,Tianjin,Tianjin ,Technique,Accessory,Kleencut_ Forged Office Shears by Acme United Corporation,Small bag,44,73.64,0.07,-58.87,1.7,1.99,2020/8/8 00:00
18503,2022/7/26 00:00,Barrett,L2,Train,Northeast,Heilongjiang,Daqing,Office,undefined,Kleencut_ Forged Office Shears by Acme United Corporation,Small Box,52,3127.74,0.12,1098.03,135.99,17.47,2022/7/28 00:00
18503,2022/7/26 00:00,Barrett,L2,Train,Northwest,Shanxi,Xian,Office,Pen,Kleencut_ Forged Office Shears by Acme United Corporation,Paperbag,26,103.87,0.1,15.42,4.26,1.2,2022/7/28 00:00
18528,2022/7/21 00:00,Barrett,L2,Train,South,Guangdong,Guangzhou,Office,Envelop,Kleencut_ Forged Office Shears by Acme United Corporation,Small Box,73,1975.51,0.09,48.9,45.56,12.42,2022/7/23 00:00
18531,2024/1/20 00:00,Barrett,L2,Train,South,Guangdong,Meizhou,Office,undefined,Kleencut_ Forged Office Shears by Acme United Corporation,Small Box,42,113.33,0.07,-0.4,2.78,1.49,2024/1/22 00:00
18532,2023/1/10 00:00,Barrett,L2,Train,South,Guangxi,Liuzhou,Office,Box,Kleencut_ Forged Office Shears by Acme United Corporation,Small Box,2,381.6,0.1,-319.02,193.17,19.99,2023/1/12 00:00
19047,2020/4/20 00:00,Barrett,L2,Train,South,Guangxi,Nanning,Technique,Accessory,Kleencut_ Forged Office Shears by Acme United Corporation,Small Box,40,827.27,0.05,-170.87,20.97,6.5,2020/4/21 00:00
19047,2020/4/20 00:00,Barrett,L2,Train,South,Hainan,Haikou,Office,Label,Kleencut_ Forged Office Shears by Acme United Corporation,Small Box,41,117.4,0.01,48.63,2.88,0.5,2020/4/22 00:00
19206,2021/6/20 00:00,Barrett,L2,Truck,East,Shanghai,Shanghai,Furniture,Table,Kleencut_ Forged Office Shears by Acme United Corporation,Huge Paperbag,78,9110.008,0.1,-165.94,332.17,55.22,2021/6/22 00:00
19207,2023/6/6 00:00,Barrett,L2,Truck,East,Zhejiang,Quzhou,Furniture,Bookshelves,Kleencut_ Forged Office Shears by Acme United Corporation,Huge Paperbag,42,17190.24,0.04,7385.02,661.96,80.19,2023/6/8 00:00
19232,2020/10/2 00:00,Barrett,L2,Truck,North,Beijing,Beijing ,Furniture,Table,Kleencut_ Forged Office Shears by Acme United Corporation,Huge Paperbag,25,4775.178,0.18,-1010.71,427.83,97.85,2020/10/9 00:00
19748,2021/10/25 00:00,Barrett,L2,Truck,South,Hainan,Sanya,Furniture,Chair,Kleencut_ Forged Office Shears by Acme United Corporation,Huge Box,62,2106.39,0.18,-766.04,146.18,78.58,2021/10/26 00:00
19815,2021/6/15 00:00,Barrett,L3,Train,Center,Henan,Luohe,Technique,Telephone,Kleencut_ Forged Office Shears by Acme United Corporation,Small Box,33,2532.6175,0,730.51,85.99,2.79,2021/6/18 00:00
20003,2023/4/22 00:00,Barrett,L3,Train,East,Zhejiang,Huzhou,Technique,Accessory,Kleencut_ Forged Office Shears by Acme United Corporation,Small Box,15,310.87,0.07,-21.48,20.95,4,2023/4/23 00:00
20033,2021/8/11 00:00,Barrett,L3,Train,East,Zhejiang,Quzhou,Office,Paper,Kleencut_ Forged Office Shears by Acme United Corporation,Small Box,41,506.73,0.08,25.58,12.28,6.47,2021/8/13 00:00
23270,2022/6/3 00:00,Barrett,L3,Train,East,Zhejiang,Taizhou,Office,Box,Kleencut_ Forged Office Shears by Acme United Corporation,Small Box,15,600.8,0.1,43.55,42.76,6.22,2022/6/8 00:00
23360,2020/8/1 00:00,Barrett,L3,Train,East,Zhejiang,Zhoushan,Office,Paper,Kleencut_ Forged Office Shears by Acme United Corporation,Small Box,47,339,0.13,-162.49,14.04,14.58,2020/8/1 00:00
23844,2020/9/26 00:00,Barrett,L3,Train,East,Zhejiang,Zhoushan,Office,undefined,Kleencut_ Forged Office Shears by Acme United Corporation,Small Box,43,84.61,0.03,-15.1,1.88,1.49,2020/9/28 00:00
24128,2022/2/13 00:00,Barrett,L3,Train,North,Beijing,Beijing ,Office,Pen,Kleencut_ Forged Office Shears by Acme United Corporation,Paperbag,41,108.15,0.09,7.57,2.88,0.7,2022/2/15 00:00
24132,2020/9/26 00:00,Barrett,L3,Train,North,Neimenggu,Wulanchabu,Office,Envelop,Kleencut_ Forged Office Shears by Acme United Corporation,Small Box,17,124.06,0.09,15.74,7.78,2.5,2020/10/1 00:00
24132,2020/9/26 00:00,Barrett,L3,Train,North,Shanxi,Taiyuan,Office,undefined,Kleencut_ Forged Office Shears by Acme United Corporation,Small Box,16,4901.99,0.04,1724.68,315.98,19.99,2020/10/3 00:00
24132,2020/9/26 00:00,Barrett,L3,Train,Northeast,Heilongjiang,Jiamusi,Office,Box,Kleencut_ Forged Office Shears by Acme United Corporation,Small Box,44,601.78,0.05,26.44,13.48,4.51,2020/10/5 00:00
24132,2020/9/26 00:00,Barrett,L3,Train,Northeast,Heilongjiang,Jiamusi,Office,undefined,Kleencut_ Forged Office Shears by Acme United Corporation,Small Box,36,4115.74,0.1,1719.47,120.98,9.07,2020/10/3 00:00
24135,2021/4/14 00:00,Barrett,L3,Train,Northeast,Heilongjiang,Yichun,Office,Paper,Kleencut_ Forged Office Shears by Acme United Corporation,Small Box,31,166.76,0.01,-46.03,4.98,4.75,2021/4/16 00:00
24162,2020/11/12 00:00,Barrett,L3,Train,Northeast,Jilin,Jilin,Technique,Accessory,Kleencut_ Forged Office Shears by Acme United Corporation,Small bag,8,141.77,0.02,-24.48,17.48,1.99,2020/11/14 00:00
24672,2023/6/8 00:00,Barrett,L3,Train,Northeast,Liaoning,Panjin,Furniture,Table,Kleencut_ Forged Office Shears by Acme United Corporation,Large Box,28,5742.11,0.09,538.57,393.1,78.99,2023/6/11 00:00
24740,2021/4/2 00:00,Barrett,L3,Train,Northeast,Liaoning,Zhaoyang,Office,Paper,Kleencut_ Forged Office Shears by Acme United Corporation,Small Box,59,5081.3,0.1,-850.04,290.97,68.59,2021/4/2 00:00
24743,2023/9/19 00:00,Barrett,L3,Train,Northwest,Ningxia,Yinchuan,Office,Box,Kleencut_ Forged Office Shears by Acme United Corporation,Small Box,31,937.8,0,27.12,29.74,6.64,2023/9/26 00:00
24775,2023/5/10 00:00,Barrett,L3,Train,Northwest,Shanxi,Xian,Office,Box,Kleencut_ Forged Office Shears by Acme United Corporation,Small Box,35,6375.28,0.06,489.02,193.17,19.99,2023/5/11 00:00
24801,2024/2/6 00:00,Barrett,L3,Train,Northwest,Shanxi,Yanan,Office,undefined,Kleencut_ Forged Office Shears by Acme United Corporation,Small Box,36,181.95,0.03,-132.26,4.89,6.07,2024/2/7 00:00
24801,2024/2/6 00:00,Barrett,L3,Train,South,Guangdong,Foshan,Office,undefined,Kleencut_ Forged Office Shears by Acme United Corporation,Small Box,10,42.67,0.06,-12.72,4.18,2.99,2024/2/7 00:00
24802,2020/4/15 00:00,Barrett,L3,Train,South,Guangdong,Jieyang,Office,undefined,Kleencut_ Forged Office Shears by Acme United Corporation,Small Box,3,15.88,0.05,-11.04,3.74,4.69,2020/4/17 00:00
24804,2022/8/17 00:00,Barrett,L3,Train,South,Guangdong,Yunfu,Technique,Accessory,Kleencut_ Forged Office Shears by Acme United Corporation,Small Box,70,3808.14,0.04,1458.39,121.04,11.21,2022/8/19 00:00
25447,2023/8/14 00:00,Barrett,L3,Train,South,Guangxi,Liuzhou,Office,Label,Kleencut_ Forged Office Shears by Acme United Corporation,Small Box,19,140.06,0.1,78.67,26.85,9.98,2023/8/15 00:00
25447,2023/8/14 00:00,Barrett,L3,Train,South,Guangxi,Nanning,Furniture,Decorator,Kleencut_ Forged Office Shears by Acme United Corporation,Small Box,17,104.94,0.06,-34.97,6.24,5.22,2023/8/17 00:00
25478,2023/7/16 00:00,Barrett,L3,Train,South,Hainan,Haikou,Office,Envelop,Kleencut_ Forged Office Shears by Acme United Corporation,Small Box,20,112.42,0.09,7.4,5.98,2.5,2023/7/16 00:00
20036,2022/2/25 00:00,Barrett,L3,Train,South,Hainan,Sanya,Furniture,Decorator,Kleencut_ Forged Office Shears by Acme United Corporation,Small Box,35,1810.1965,0.07,392.05,100.22,10.28,2022/2/28 00:00
20036,2022/2/25 00:00,Barrett,L3,Train,Southwest,Guizhou,Liupanshui,Office,undefined,Kleencut_ Forged Office Shears by Acme United Corporation,Small Box,44,92.86,0.04,-11.28,2.08,1.49,2022/2/27 00:00
20545,2021/12/30 00:00,Barrett,L3,Truck,North,Beijing,Beijing ,Technique,Machines,Kleencut_ Forged Office Shears by Acme United Corporation,Huge Paperbag,30,10994.74,0.09,3612.58,400.97,48.26,2021/12/31 00:00
20545,2021/12/30 00:00,Barrett,L3,Truck,Northeast,Liaoning,Shenyang,Furniture,Table,Kleencut_ Forged Office Shears by Acme United Corporation,Huge Paperbag,42,11230.25,0.07,-679.04,280.98,35.67,2022/1/1 00:00
20577,2021/5/2 00:00,Barrett,L3,Truck,South,Guangdong,Foshan,Furniture,Table,Kleencut_ Forged Office Shears by Acme United Corporation,Huge Paperbag,29,6250.936,0.01,31.21,262.11,62.74,2021/5/4 00:00
21344,2024/3/1 00:00,Barrett,Others,Plain,Center,Henan,Luoyang,Office,Label,Kleencut_ Forged Office Shears by Acme United Corporation,Small Box,68,4836.53,0.04,1580.89,146.08,14.67,2024/3/10 00:00
21344,2024/3/1 00:00,Barrett,Others,Plain,East,Anhui,Bangbu,Office,Paper,Kleencut_ Forged Office Shears by Acme United Corporation,Small Box,32,204.21,0.04,-204.81,5.98,10.39,2024/3/8 00:00
21350,2022/5/17 00:00,Barrett,Others,Plain,North,Neimenggu,Wulanchabu,Office,undefined,Kleencut_ Forged Office Shears by Acme United Corporation,Small Box,36,247.35,0.17,-74.61,17.71,9.99,2022/5/18 00:00
21894,2023/3/10 00:00,Barrett,Others,Plain,Northwest,Shanxi,Xian,Technique,Telephone,Kleencut_ Forged Office Shears by Acme United Corporation,Small Box,20,1156.6715,0.01,88.52,65.99,7.69,2023/3/12 00:00
21922,2021/2/1 00:00,Barrett,Others,Plain,South,Guangdong,Jieyang,Office,Appliance,Kleencut_ Forged Office Shears by Acme United Corporation,Small Box,15,1765.45,0.09,374.82,120.98,3.99,2021/2/2 00:00
22468,2021/8/31 00:00,Barrett,Others,Train,Center,Henan,Anyang,Office,undefined,Kleencut_ Forged Office Shears by Acme United Corporation,Small Box,2,13.29,0.08,-10.33,4.24,5.41,2021/9/2 00:00
22628,2021/1/19 00:00,Barrett,Others,Train,Center,Henan,Pingdingshan,Office,Paper,Kleencut_ Forged Office Shears by Acme United Corporation,Paperbag,27,217.93,0.03,-29.02,7.64,5.83,2021/1/22 00:00
22629,2021/7/6 00:00,Barrett,Others,Train,Center,Henan,Zhumadian,Furniture,Decorator,Kleencut_ Forged Office Shears by Acme United Corporation,Large Box,123,19483.54,0.17,-715.77,1455.93,98.8,2021/7/11 00:00
22657,2023/1/19 00:00,Barrett,Others,Train,Center,Hubei,Xiaogan,Office,undefined,Kleencut_ Forged Office Shears by Acme United Corporation,Small Box,39,1273.793,0.08,40.09,71.98,13.91,2023/1/20 00:00
22688,2023/7/9 00:00,Barrett,Others,Train,East,Anhui,Tongling,Office,undefined,Kleencut_ Forged Office Shears by Acme United Corporation,Small Box,31,229.26,0,-37.2,6.81,5.48,2023/7/10 00:00
22695,2020/9/23 00:00,Barrett,Others,Train,East,Fujian,Putian,Furniture,Decorator,Kleencut_ Forged Office Shears by Acme United Corporation,Large Box,8,149.51,0.02,-31.11,16.98,12.39,2020/9/28 00:00
22727,2022/9/23 00:00,Barrett,Others,Train,East,Fujian,Zhangzhou,Office,Envelop,Kleencut_ Forged Office Shears by Acme United Corporation,Small Box,66,1414.53,0.07,633.82,51.92,4.38,2022/9/23 00:00
25824,2020/11/25 00:00,Barrett,Others,Train,East,Jiangxi,Jiujiang,Office,Paper,Kleencut_ Forged Office Shears by Acme United Corporation,Small Box,78,1399.32,0.04,481.98,29.64,7.72,2020/11/26 00:00
25828,2022/2/13 00:00,Barrett,Others,Train,East,Shandong,Jinan,Technique,Accessory,Kleencut_ Forged Office Shears by Acme United Corporation,Small bag,7,40.11,0.07,-43.71,5.02,5.14,2022/2/15 00:00
25828,2022/2/13 00:00,Barrett,Others,Train,East,Zhejiang,Hangzhou,Office,Paper,Kleencut_ Forged Office Shears by Acme United Corporation,Small Box,80,1082.36,0.03,182.53,31.43,8.85,2022/2/13 00:00
26373,2021/10/12 00:00,Barrett,Others,Train,East,Zhejiang,Quzhou,Office,Box,Kleencut_ Forged Office Shears by Acme United Corporation,Large Box,85,6234.46,0.21,461.13,209.44,63.35,2021/10/15 00:00
26374,2021/1/26 00:00,Barrett,Others,Train,East,Zhejiang,Zhoushan,Office,Appliance,Kleencut_ Forged Office Shears by Acme United Corporation,Large Box,4,62.45,0.08,-141.76,3.48,49,2021/1/27 00:00
26407,2023/9/10 00:00,Barrett,Others,Train,East,Zhejiang,Zhoushan,Technique,Accessory,Kleencut_ Forged Office Shears by Acme United Corporation,Small Box,32,1121.161,0.13,-253.26,121.21,46.8,2023/9/12 00:00
32325,2024/1/23 00:00,Barrett,Others,Train,North,Neimenggu,Huhehaote,Office,Pen,Kleencut_ Forged Office Shears by Acme United Corporation,Paperbag,37,199.76,0.07,20,5.58,1.99,2024/1/24 00:00
32326,2022/1/21 00:00,Barrett,Others,Train,North,Shanxi,Taiyuan,Technique,Telephone,Kleencut_ Forged Office Shears by Acme United Corporation,Small Box,33,3315.8245,0.07,301.9,221.98,14.25,2022/1/22 00:00
32516,2022/1/14 00:00,Barrett,Others,Train,North,Tianjin,Tianjin ,Office,Box,Kleencut_ Forged Office Shears by Acme United Corporation,Small Box,14,1966.26,0.06,-34.79,140.85,19.99,2022/1/16 00:00
32580,2022/12/6 00:00,Barrett,Others,Train,Northwest,Gansu,Baiyin,Furniture,Decorator,Kleencut_ Forged Office Shears by Acme United Corporation,Small bag,1,34.11,0.02,-12.95,25.38,8.99,2022/12/6 00:00
32610,2023/11/10 00:00,Barrett,Others,Train,Northwest,Ningxia,Guyuan,Office,Box,Kleencut_ Forged Office Shears by Acme United Corporation,Small Box,40,6069.05,0.05,1816.71,155.06,7.07,2023/11/11 00:00
32611,2020/11/17 00:00,Barrett,Others,Train,Northwest,Xinjiang,Wulumuqi,Technique,Accessory,Kleencut_ Forged Office Shears by Acme United Corporation,Small Box,49,1021.16,0.08,173.87,41.84,7.98,2020/11/18 00:00
33025,2020/4/16 00:00,Barrett,Others,Train,South,Guangdong,Dongguan,Office,Paper,Kleencut_ Forged Office Shears by Acme United Corporation,Paperbag,12,116.38,0.08,29.68,9.68,2.03,2020/4/21 00:00
33444,2023/12/28 00:00,Barrett,Others,Train,South,Guangdong,Foshan,Technique,Telephone,Kleencut_ Forged Office Shears by Acme United Corporation,Small bag,48,1497.3175,0.01,836.51,35.99,0.99,2023/12/30 00:00
33445,2023/10/24 00:00,Barrett,Others,Train,South,Guangdong,Huizhou,Technique,Telephone,Kleencut_ Forged Office Shears by Acme United Corporation,Medium Box,71,13574.1065,0.05,-886.87,328.63,34.23,2023/10/26 00:00
34209,2021/11/14 00:00,Barrett,Others,Train,South,Guangdong,Shanwei,Technique,Telephone,Kleencut_ Forged Office Shears by Acme United Corporation,Small bag,27,834.0625,0.01,192.29,35.99,1.25,2021/11/16 00:00
34211,2023/5/6 00:00,Barrett,Others,Train,South,Guangxi,Baise,Office,Paper,Kleencut_ Forged Office Shears by Acme United Corporation,Small Box,41,195.6,0.18,-221.11,10.37,17.06,2023/5/9 00:00
34275,2020/9/21 00:00,Barrett,Others,Train,South,Guangxi,Beihai,Furniture,Decorator,Kleencut_ Forged Office Shears by Acme United Corporation,Medium Box,11,753.24,0.13,-22.02,152.63,44.67,2020/9/26 00:00
34338,2021/9/20 00:00,Barrett,Others,Train,South,Guangxi,Liuzhou,Office,Box,Kleencut_ Forged Office Shears by Acme United Corporation,Small Box,4,582.59,0.07,-121.75,155.06,7.07,2021/9/25 00:00
34371,2021/6/22 00:00,Barrett,Others,Truck,Center,Henan,Anyang,Furniture,Chair,Kleencut_ Forged Office Shears by Acme United Corporation,Huge Box,33,5661.08,0,1055.47,160.98,30,2021/6/24 00:00
34374,2020/9/20 00:00,Barrett,Others,Truck,South,Hainan,Haikou,Furniture,Table,Kleencut_ Forged Office Shears by Acme United Corporation,Huge Paperbag,38,12304.27,0.13,707.02,574.73,128.56,2020/9/27 00:00
34402,2021/7/23 00:00,Beirne,L1,Train,Center,Henan,Puyang,Furniture,Decorator,Kleencut_ Forged Office Shears by Acme United Corporation,Small Box,132,5245.432,0.04,1312.67,159.41,19.6,2021/7/25 00:00
34402,2021/7/23 00:00,Beirne,L1,Train,Center,Henan,Sanmenxia,Office,Paper,Kleencut_ Forged Office Shears by Acme United Corporation,Small Box,42,861.41,0.01,128,18.97,9.54,2021/7/26 00:00
34406,2023/12/20 00:00,Beirne,L1,Train,Center,Henan,Shangqiu,Office,Paper,Kleencut_ Forged Office Shears by Acme United Corporation,Paperbag,32,284.92,0.03,81.29,9.11,2.15,2023/12/21 00:00
34432,2020/6/28 00:00,Beirne,L1,Train,East,Anhui,Tongling,Office,Appliance,Kleencut_ Forged Office Shears by Acme United Corporation,Medium Box,129,5723.82,0.24,109.02,340.53,47.43,2020/6/29 00:00
35201,2021/8/25 00:00,Beirne,L1,Train,East,Zhejiang,Zhoushan,Office,Paper,Kleencut_ Forged Office Shears by Acme United Corporation,Small Box,88,1238.6,0.05,234.47,24.89,11.45,2021/9/1 00:00
35430,2021/6/15 00:00,Beirne,L1,Train,North,Beijing,Beijing ,Office,Box,Kleencut_ Forged Office Shears by Acme United Corporation,Small Box,32,6245.76,0.1,1462.42,210.55,9.99,2021/6/19 00:00
35430,2021/6/15 00:00,Beirne,L1,Train,North,Hebei,Baoding,Office,Envelop,Kleencut_ Forged Office Shears by Acme United Corporation,Small Box,1,15,0.1,-13.74,9.78,5.76,2021/6/17 00:00
35494,2022/5/7 00:00,Beirne,L1,Train,North,Neimenggu,Huhehaote,Office,undefined,Kleencut_ Forged Office Shears by Acme United Corporation,Small Box,46,7441.29,0.1,2665.4,165.98,19.99,2022/5/8 00:00
35555,2022/5/25 00:00,Beirne,L1,Train,North,Shanxi,Jincheng,Office,Paper,Kleencut_ Forged Office Shears by Acme United Corporation,Paperbag,32,157.85,0.06,22.54,5.18,2.04,2022/5/26 00:00
36358,2020/8/3 00:00,Beirne,L1,Train,North,Tianjin,Tianjin ,Office,Box,Kleencut_ Forged Office Shears by Acme United Corporation,Large Box,20,2227.34,0.09,-609.09,113.64,35,2020/8/5 00:00
36358,2020/8/3 00:00,Beirne,L1,Train,Northeast,Heilongjiang,Qitaihe,Office,Paper,Kleencut_ Forged Office Shears by Acme United Corporation,Small Box,73,1924.103,0.18,-277.38,67.45,15.64,2020/8/4 00:00
36359,2023/2/13 00:00,Beirne,L1,Train,Northeast,Heilongjiang,Shuangyashan,Furniture,Decorator,Kleencut_ Forged Office Shears by Acme United Corporation,Small bag,35,436.98,0.07,75.61,12.64,4.98,2023/2/14 00:00
36517,2021/5/22 00:00,Beirne,L1,Train,Northeast,Liaoning,Dandong,Office,band,Kleencut_ Forged Office Shears by Acme United Corporation,Paperbag,19,71.77,0.03,22.71,3.78,0.71,2021/5/23 00:00
36640,2023/2/8 00:00,Beirne,L1,Train,Northeast,Liaoning,Liaoyang,Office,Pen,Kleencut_ Forged Office Shears by Acme United Corporation,Small bag,23,283.82,0.01,-38.94,11.97,5.81,2023/2/10 00:00
36643,2020/5/16 00:00,Beirne,L1,Train,Northeast,Liaoning,Liaoyang,Office,undefined,Kleencut_ Forged Office Shears by Acme United Corporation,Small Box,95,6482.56,0.11,-1644.33,139.73,75.28,2020/5/18 00:00
36643,2020/5/16 00:00,Beirne,L1,Train,Northwest,Gansu,Jinchang,Office,Paper,Kleencut_ Forged Office Shears by Acme United Corporation,Small Box,18,115.71,0.08,-91.61,6.48,8.4,2020/5/17 00:00
36646,2021/8/29 00:00,Beirne,L1,Train,Northwest,Ningxia,Zhongwei,Office,Pen,Kleencut_ Forged Office Shears by Acme United Corporation,Paperbag,89,880.33,0.14,-69.65,29.17,12.86,2021/8/30 00:00
36647,2020/9/20 00:00,Beirne,L1,Train,Northwest,Shanxi,Xian,Technique,Telephone,Kleencut_ Forged Office Shears by Acme United Corporation,Small Box,82,5259.7745,0.18,1825.17,171.98,3.75,2020/9/23 00:00
37348,2020/9/3 00:00,Beirne,L1,Train,South,Guangdong,Chaozhou,Office,Envelop,Kleencut_ Forged Office Shears by Acme United Corporation,Small Box,7,66.41,0.05,-32.35,8.74,8.29,2020/9/6 00:00
37410,2022/1/2 00:00,Beirne,L1,Train,South,Guangdong,Guangzhou,Office,undefined,Kleencut_ Forged Office Shears by Acme United Corporation,Small Box,9,43.23,0,-29.53,3.98,5.26,2022/1/4 00:00
37638,2020/4/13 00:00,Beirne,L1,Train,South,Guangdong,Heyuan,Office,undefined,Kleencut_ Forged Office Shears by Acme United Corporation,Small Box,17,42.29,0.06,-85.27,2.16,6.05,2020/4/15 00:00
